node_id,x,y,z,ux,uy,uz,ux_abs,uy_abs,uz_abs
2941,3.559739407150672,4.091766964866572,0.14970758497916878,-3.013703944243335e-10,-8.200989832620919e-10,-3.898115295065244e-08,3.025386822182686e-10,8.208939474077956e-10,3.903075589492709e-08
2942,3.640642575495005,4.500943661353229,0.22456137746875315,5.998953717766031e-10,6.451741729430702e-10,-4.773233932089809e-08,6.009838460860046e-10,6.458878538691718e-10,4.7791968519609634e-08
2943,3.3170299021176715,2.8642368754066005,0.0,4.163923882097165e-10,-4.320368200138988e-09,-1.1293880170179912e-08,4.173323521352428e-10,4.324985089444298e-09,1.1311416389870146e-08
2944,3.478836238806338,3.2734135718932578,0.14970758497916878,-1.1364989508089254e-10,-9.139067330148644e-10,-2.089834632648369e-08,1.1473011308289012e-10,9.148526508960907e-10,2.0928184454687746e-08
2945,3.640642575495005,4.091766964866572,0.22456137746875315,4.395580044303094e-10,6.677492629649799e-10,-3.9729494314310895e-08,4.405610170904948e-10,6.684875729929363e-10,3.978110891326278e-08
2946,3.7215457438393384,4.500943661353229,0.29941516995833756,1.4051846316045958e-09,2.1088057487065027e-09,-4.8586361125732586e-08,1.408445793676005e-09,2.1110183467256398e-09,4.8648121068183984e-08
2947,2.912514060396004,0.0,0.37426896244792196,-6.8348726389767e-09,2.9847056552100103e-09,3.8222401724356704e-08,6.841057661572923e-09,2.988015534655498e-09,3.8262975499593147e-08
2948,2.912514060396004,0.0,0.29941516995833756,-4.0804345868568656e-09,1.7867681234665125e-09,3.824900222059861e-08,4.084105100438055e-09,1.7887568741979927e-09,3.828962205974081e-08
2949,2.9934172287403378,0.4091766964866572,0.37426896244792196,-6.377304522392943e-09,3.131133870995431e-09,3.459209706530085e-08,6.382945333130897e-09,3.1345809300351415e-09,3.462809642420979e-08
2950,2.9934172287403378,0.4091766964866572,0.29941516995833756,-3.829503156824733e-09,1.8752249781794556e-09,3.461808023058226e-08,3.8328821589117966e-09,1.8772932956461825e-09,3.4654122271715616e-08
2951,3.074320397084671,0.8183533929733144,0.37426896244792196,-5.549256617146181e-09,3.4463120178519135e-09,3.003680600488329e-08,5.5539069213416855e-09,3.450095901964302e-09,3.006720774446452e-08
2952,3.074320397084671,0.8183533929733144,0.29941516995833756,-3.340051586630233e-09,2.0651617163488353e-09,3.005901305834333e-08,3.3428507209186186e-09,2.0674331892782445e-09,3.00894512175144e-08
2953,3.1552235654290044,1.2275300894599717,0.37426896244792196,-4.654823895410522e-09,3.853816635457714e-09,2.422314316032574e-08,4.65839972579806e-09,3.8580503192501505e-09,2.424653374356373e-08
2954,2.8316108920516707,0.0,0.07485379248958439,4.017268874499577e-09,-1.7095870280675656e-09,3.508828530414207e-08,4.021001021198541e-09,1.7114720708301347e-09,3.512598611590663e-08
2955,3.1552235654290044,1.2275300894599717,0.29941516995833756,-2.807857597130917e-09,2.308252634632614e-09,2.4235900266742875e-08,2.810019865793822e-09,2.310792546785353e-09,2.4259314341800115e-08
